"STATION","NAME","DATE","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"US1HIKI0009","LIHUE 1.3 NE, HI US","2023-01-29","0.10",",,N",,,,,,
"US1HIKI0009","LIHUE 1.3 NE, HI US","2023-01-30","0.54",",,N",,,,,,
"US1HIKI0009","LIHUE 1.3 NE, HI US","2023-01-31","2.04",",,N",,,,,,
"US1HIKI0009","LIHUE 1.3 NE, HI US","2023-02-01","0.01",",,N",,,,,,
"US1IAST0053","BETTENDORF 1.2 WNW, IA US","2023-01-03","0.94",",,N",,,,,,
"USC00137844","SPENCER 1 N, IA US","2023-01-01","0.00",",,7,2400",,,"38",",,7","20",",,7"
"USC00137844","SPENCER 1 N, IA US","2023-01-02","0.25",",,7,2400",,,"28",",,7","23",",,7"
"USC00137844","SPENCER 1 N, IA US","2023-01-03","0.25",",,7,2400",,,"31",",,7","23",",,7"
"USC00137844","SPENCER 1 N, IA US","2023-01-04","0.01",",,7,2400",,,"24",",,7","20",",,7"
"USC00137844","SPENCER 1 N, IA US","2023-01-05","0.00","T,,7,2400",,,"24",",,7","9",",,7"
"USC00137844","SPENCER 1 N, IA US","2023-01-06","0.00",",,7,2400",,,"21",",,7","2",",,7"
"USC00137844","SPENCER 1 N, IA US","2023-01-07","0.00",",,7,2400",,,"17",",,7","-9",",,7"
"USC00137844","SPENCER 1 N, IA US","2023-01-08","0.00",",,7,2400",,,"27",",,7","-10",",,7"
"USC00137844","SPENCER 1 N, IA US","2023-01-09","0.00",",,7,2400",,,"35",",,7","5",",,7"
"USC00137844","SPENCER 1 N, IA US","2023-01-10","0.00",",,7,2400",,,"26",",,7","10",",,7"
"USC00137844","SPENCER 1 N, IA US","2023-01-11","0.00",",,7,2400",,,"27",",,7","18",",,7"
"USC00137844","SPENCER 1 N, IA US","2023-01-12","0.00","T,,7,2400",,,"23",",,7","10",",,7"
"USC00137844","SPENCER 1 N, IA US","2023-01-13","0.00",",,7,2400",,,"15",",,7","4",",,7"
"USC00137844","SPENCER 1 N, IA US","2023-01-14","0.00",",,7,2400",,,"36",",,7","15",",,7"
"USC00137844","SPENCER 1 N, IA US","2023-01-15","0.00",",,7,2400",,,"39",",,7","29",",,7"
"USC00137844","SPENCER 1 N, IA US","2023-01-16","0.90",",,7,2400",,,"36",",,7","31",",,7"
"USC00137844","SPENCER 1 N, IA US","2023-01-17","0.00",",,7,2400",,,"32",",,7","24",",,7"
"USC00137844","SPENCER 1 N, IA US","2023-01-18","0.05",",,7,2400",,,"29",",,7","21",",,7"
"USC00137844","SPENCER 1 N, IA US","2023-01-19","0.18",",,7,2400",,,"29",",,7","24",",,7"
"USC00137844","SPENCER 1 N, IA US","2023-01-20","0.00","T,,7,2400",,,"24",",,7","17",",,7"
"USC00137844","SPENCER 1 N, IA US","2023-01-21","0.00",",,7,2400",,,"24",",,7","13",",,7"
"USC00137844","SPENCER 1 N, IA US","2023-01-22","0.00",",,7,2400",,,"21",",,7","3",",,7"
"USC00137844","SPENCER 1 N, IA US","2023-01-23","0.00",",,7,2400",,,"31",",,7","2",",,7"
"USC00137844","SPENCER 1 N, IA US","2023-01-24","0.00",",,7,2400",,,"33",",,7","6",",,7"
"USC00137844","SPENCER 1 N, IA US","2023-01-25","0.00",",,7,2400",,,"25",",,7","3",",,7"
"USC00137844","SPENCER 1 N, IA US","2023-01-26","0.00",",,7,2400",,,"26",",,7","-1",",,7"
"USC00137844","SPENCER 1 N, IA US","2023-01-27","0.00","T,,7,2400",,,"36",",,7","8",",,7"
"USC00137844","SPENCER 1 N, IA US","2023-01-28","0.10",",,7,2400",,,"14",",,7","-2",",,7"
"USC00137844","SPENCER 1 N, IA US","2023-01-29","0.00",",,7,2400",,,"4",",,7","-6",",,7"
"USC00137844","SPENCER 1 N, IA US","2023-01-30","0.00",",,7,2400",,,"4",",,7","-11",",,7"
"USC00137844","SPENCER 1 N, IA US","2023-01-31","0.00",",,7,2400",,,"13",",,7","-11",",,7"
"USC00137844","SPENCER 1 N, IA US","2023-02-01","0.00",",,7,2400",,,"21",",,7","0",",,7"
"USW00094991","LAMONI MUNICIPAL AIRPORT, IA US","2023-01-01","0.00",",,W,2400",,,"48",",,W","30",",,W"
"USW00094991","LAMONI MUNICIPAL AIRPORT, IA US","2023-01-02","0.15",",,W,2400",,,"42",",,W","33",",,W"
"USW00094991","LAMONI MUNICIPAL AIRPORT, IA US","2023-01-03","0.00","T,,W,2400",,,"43",",,W","30",",,W"
"USW00094991","LAMONI MUNICIPAL AIRPORT, IA US","2023-01-04","0.00","T,,W,2400",,,"30",",,W","28",",,W"
"USW00094991","LAMONI MUNICIPAL AIRPORT, IA US","2023-01-05","0.01",",,W,2400",,,"33",",,W","22",",,W"
"USW00094991","LAMONI MUNICIPAL AIRPORT, IA US","2023-01-06","0.00",",,W,2400",,,"42",",,W","18",",,W"
"USW00094991","LAMONI MUNICIPAL AIRPORT, IA US","2023-01-07","0.00",",,W,2400",,,"30",",,W","16",",,W"
"USW00094991","LAMONI MUNICIPAL AIRPORT, IA US","2023-01-08","0.00",",,W,2400",,,"42",",,W","14",",,W"
"USW00094991","LAMONI MUNICIPAL AIRPORT, IA US","2023-01-09","0.00",",,W,2400",,,"53",",,W","26",",,W"
"USW00094991","LAMONI MUNICIPAL AIRPORT, IA US","2023-01-10","0.00",",,W,2400",,,"48",",,W","26",",,W"
"USW00094991","LAMONI MUNICIPAL AIRPORT, IA US","2023-01-11","0.00",",,W,2400",,,"48",",,W","28",",,W"
"USW00094991","LAMONI MUNICIPAL AIRPORT, IA US","2023-01-12","0.00",",,W,2400",,,"30",",,W","22",",,W"
"USW00094991","LAMONI MUNICIPAL AIRPORT, IA US","2023-01-13","0.00",",,W,2400",,,"35",",,W","17",",,W"
"USW00094991","LAMONI MUNICIPAL AIRPORT, IA US","2023-01-14","0.00",",,W,2400",,,"38",",,W","19",",,W"
"USW00094991","LAMONI MUNICIPAL AIRPORT, IA US","2023-01-15","0.00",",,W,2400",,,"50",",,W","32",",,W"
"USW00094991","LAMONI MUNICIPAL AIRPORT, IA US","2023-01-16","0.01",",,W,2400",,,"56",",,W","37",",,W"
"USW00094991","LAMONI MUNICIPAL AIRPORT, IA US","2023-01-17","0.00",",,W,2400",,,"43",",,W","29",",,W"
"USW00094991","LAMONI MUNICIPAL AIRPORT, IA US","2023-01-18","0.78",",,W,2400",,,"34",",,W","30",",,W"
"USW00094991","LAMONI MUNICIPAL AIRPORT, IA US","2023-01-19","0.01",",,W,2400",,,"32",",,W","27",",,W"
"USW00094991","LAMONI MUNICIPAL AIRPORT, IA US","2023-01-20","0.00",",,W,2400",,,"32",",,W","25",",,W"
"USW00094991","LAMONI MUNICIPAL AIRPORT, IA US","2023-01-21","0.22",",,W,2400",,,"32",",,W","25",",,W"
"USW00094991","LAMONI MUNICIPAL AIRPORT, IA US","2023-01-22","0.04",",,W,2400",,,"31",",,W","17",",,W"
"USW00094991","LAMONI MUNICIPAL AIRPORT, IA US","2023-01-23","0.00",",,W,2400",,,"30",",,W","17",",,W"
"USW00094991","LAMONI MUNICIPAL AIRPORT, IA US","2023-01-24","0.00","T,,W,2400",,,"35",",,W","29",",,W"
"USW00094991","LAMONI MUNICIPAL AIRPORT, IA US","2023-01-25","0.04",",,W,2400",,,"32",",,W","15",",,W"
"USW00094991","LAMONI MUNICIPAL AIRPORT, IA US","2023-01-26","0.00",",,W,2400",,,"25",",,W","5",",,W"
"USW00094991","LAMONI MUNICIPAL AIRPORT, IA US","2023-01-27","0.00","T,,W,2400",,,"40",",,W","21",",,W"
"USW00094991","LAMONI MUNICIPAL AIRPORT, IA US","2023-01-28","0.00","T,,W,2400",,,"27",",,W","12",",,W"
"USW00094991","LAMONI MUNICIPAL AIRPORT, IA US","2023-01-29","0.00","T,,W,2400",,,"13",",,W","4",",,W"
"USW00094991","LAMONI MUNICIPAL AIRPORT, IA US","2023-01-30","0.00",",,W,2400",,,"14",",,W","2",",,W"
"USW00094991","LAMONI MUNICIPAL AIRPORT, IA US","2023-01-31","0.00",",,W,2400",,,"24",",,W","1",",,W"
"USW00094991","LAMONI MUNICIPAL AIRPORT, IA US","2023-02-01","0.00",",,W,2400",,,"39",",,W","9",",,W"
"USC00133487","GRUNDY CENTER, IA US","2023-01-01","0.03",",,7",,,"34",",,7","21",",,7"
"USC00133487","GRUNDY CENTER, IA US","2023-01-02","0.00",",,7",,,"40",",,7","24",",,7"
"USC00133487","GRUNDY CENTER, IA US","2023-01-03","0.71",",,7",,,"36",",,7","30",",,7"
"USC00133487","GRUNDY CENTER, IA US","2023-01-04","0.08",",,7",,,"41",",,7","28",",,7"
"USC00133487","GRUNDY CENTER, IA US","2023-01-05","0.06",",,7",,,"31",",,7","26",",,7"
"USC00133487","GRUNDY CENTER, IA US","2023-01-06","0.00",",,7",,,"29",",,7","10",",,7"
"USC00133487","GRUNDY CENTER, IA US","2023-01-07","0.00",",,7",,,"24",",,7","4",",,7"
"USC00133487","GRUNDY CENTER, IA US","2023-01-08","0.00",",,7",,,"19",",,7","5",",,7"
"USC00133487","GRUNDY CENTER, IA US","2023-01-09","0.00",",,7",,,"23",",,7","15",",,7"
"USC00133487","GRUNDY CENTER, IA US","2023-01-10","0.00",",,7",,,"42",",,7","15",",,7"
"USC00133487","GRUNDY CENTER, IA US","2023-01-11","0.00",",,7",,,"30",",,7","23",",,7"
"USC00133487","GRUNDY CENTER, IA US","2023-01-12","0.00",",,7",,,"39",",,7","25",",,7"
"USC00133487","GRUNDY CENTER, IA US","2023-01-13","0.00","T,,7",,,"25",",,7","17",",,7"
"USC00133487","GRUNDY CENTER, IA US","2023-01-14","0.00","T,,7",,,"21",",,7","15",",,7"
"USC00133487","GRUNDY CENTER, IA US","2023-01-15","0.00",",,7",,,"35",",,7","17",",,7"
"USC00133487","GRUNDY CENTER, IA US","2023-01-16","0.11",",,7",,,"43",",,7","29",",,7"
"USC00133487","GRUNDY CENTER, IA US","2023-01-17","0.19",",,7",,,"50",",,7","34",",,7"
"USC00133487","GRUNDY CENTER, IA US","2023-01-18","0.00",",,7",,,"34",",,7","28",",,7"
"USC00133487","GRUNDY CENTER, IA US","2023-01-19","0.59",",,7",,,"35",",,7","28",",,7"
"USC00133487","GRUNDY CENTER, IA US","2023-01-20","0.00","T,,7",,,"32",",,7","25",",,7"
"USC00133487","GRUNDY CENTER, IA US","2023-01-21","0.00",",,7",,,"25",",,7","18",",,7"
"USC00133487","GRUNDY CENTER, IA US","2023-01-22","0.00","T,,7",,,"29",",,7","19",",,7"
"USC00133487","GRUNDY CENTER, IA US","2023-01-23","0.00",",,7",,,"26",",,7","6",",,7"
"USC00133487","GRUNDY CENTER, IA US","2023-01-24","0.00",",,7",,,"31",",,7","6",",,7"
"USC00133487","GRUNDY CENTER, IA US","2023-01-25","0.00",",,7",,,"32",",,7","11",",,7"
"USC00133487","GRUNDY CENTER, IA US","2023-01-26","0.00","T,,7",,,"31",",,7","6",",,7"
"USC00133487","GRUNDY CENTER, IA US","2023-01-27","0.00","T,,7",,,"30",",,7","6",",,7"
"USC00133487","GRUNDY CENTER, IA US","2023-01-28","0.02",",,7",,,"37",",,7","9",",,7"
"USC00133487","GRUNDY CENTER, IA US","2023-01-29","0.27",",,7",,,"15",",,7","0",",,7"
"USC00133487","GRUNDY CENTER, IA US","2023-01-30","0.00",",,7",,,"6",",,7","-2",",,7"
"USC00133487","GRUNDY CENTER, IA US","2023-01-31","0.00",",,7",,,"7",",,7","-17",",,7"
"USC00133487","GRUNDY CENTER, IA US","2023-02-01","0.00",",,7",,,"14",",,7","-11",",,7"
"US1IAST0055","LONG GROVE 5.0 ENE, IA US","2023-01-01","0.08",",,N",,,,,,
"US1IAST0055","LONG GROVE 5.0 ENE, IA US","2023-01-03","0.49",",,N",,,,,,
"US1IAST0055","LONG GROVE 5.0 ENE, IA US","2023-01-16","0.35",",,N",,,,,,
"US1HIKI0002","LIHUE 1.2 NNW, HI US","2023-01-01","0.00",",,N",,,,,,
"US1HIKI0002","LIHUE 1.2 NNW, HI US","2023-01-02","0.00",",,N",,,,,,
"US1HIKI0002","LIHUE 1.2 NNW, HI US","2023-01-03","0.00",",,N",,,,,,
"US1HIKI0002","LIHUE 1.2 NNW, HI US","2023-01-04","0.20",",,N",,,,,,
"US1HIKI0002","LIHUE 1.2 NNW, HI US","2023-01-05","0.05",",,N",,,,,,
"US1HIKI0002","LIHUE 1.2 NNW, HI US","2023-01-06","0.00",",,N",,,,,,
"US1HIKI0002","LIHUE 1.2 NNW, HI US","2023-01-07","0.00",",,N",,,,,,
"US1HIKI0002","LIHUE 1.2 NNW, HI US","2023-01-08","0.00",",,N",,,,,,
"US1HIKI0002","LIHUE 1.2 NNW, HI US","2023-01-09","0.00",",,N",,,,,,
"US1HIKI0002","LIHUE 1.2 NNW, HI US","2023-01-10","0.00",",,N",,,,,,
"US1HIKI0002","LIHUE 1.2 NNW, HI US","2023-01-11","0.00",",,N",,,,,,
"US1HIKI0002","LIHUE 1.2 NNW, HI US","2023-01-12","0.00",",,N",,,,,,
"US1HIKI0002","LIHUE 1.2 NNW, HI US","2023-01-13","0.00",",,N",,,,,,
"US1HIKI0002","LIHUE 1.2 NNW, HI US","2023-01-14","0.00",",,N",,,,,,
"US1HIKI0002","LIHUE 1.2 NNW, HI US","2023-01-15","0.00",",,N",,,,,,
"US1HIKI0002","LIHUE 1.2 NNW, HI US","2023-01-16","0.00",",,N",,,,,,
"US1HIKI0002","LIHUE 1.2 NNW, HI US","2023-01-17","0.00",",,N",,,,,,
"US1HIKI0002","LIHUE 1.2 NNW, HI US","2023-01-18","0.00",",,N",,,,,,
"US1HIKI0002","LIHUE 1.2 NNW, HI US","2023-01-19","0.86",",,N",,,,,,
"US1HIKI0002","LIHUE 1.2 NNW, HI US","2023-01-20","0.15",",,N",,,,,,
"US1HIKI0002","LIHUE 1.2 NNW, HI US","2023-01-21","0.46",",,N",,,,,,
"US1HIKI0002","LIHUE 1.2 NNW, HI US","2023-01-22","0.46",",,N",,,,,,
"US1HIKI0002","LIHUE 1.2 NNW, HI US","2023-01-23","0.00",",,N",,,,,,
"US1HIKI0002","LIHUE 1.2 NNW, HI US","2023-01-24","0.00",",,N",,,,,,
"US1HIKI0002","LIHUE 1.2 NNW, HI US","2023-01-25","0.00",",,N",,,,,,
"US1HIKI0002","LIHUE 1.2 NNW, HI US","2023-01-26","0.00",",,N",,,,,,
"US1HIKI0002","LIHUE 1.2 NNW, HI US","2023-01-27","0.00",",,N",,,,,,
"US1HIKI0002","LIHUE 1.2 NNW, HI US","2023-01-28","0.00",",,N",,,,,,
"US1HIKI0002","LIHUE 1.2 NNW, HI US","2023-01-29","0.16",",,N",,,,,,
"US1HIKI0002","LIHUE 1.2 NNW, HI US","2023-01-30","0.83",",,N",,,,,,
"US1HIKI0002","LIHUE 1.2 NNW, HI US","2023-01-31","2.23",",,N",,,,,,
"US1HIKI0002","LIHUE 1.2 NNW, HI US","2023-02-01","0.00",",,N",,,,,,
"USC00135669","MONTICELLO, IA US","2023-01-01",,,,,,,,
"USC00135669","MONTICELLO, IA US","2023-01-02","0.00",",,7,0800",,,,,,
"USC00135669","MONTICELLO, IA US","2023-01-03","0.95",",,7,0800",,,,,,
"USC00135669","MONTICELLO, IA US","2023-01-04","0.06",",,7,0800",,,,,,
"USC00135669","MONTICELLO, IA US","2023-01-05","0.06",",,7,0800",,,,,,
"USC00135669","MONTICELLO, IA US","2023-01-06","0.00",",,7,0800",,,,,,
"USC00135669","MONTICELLO, IA US","2023-01-07","0.00",",,7,0800",,,,,,
"USC00135669","MONTICELLO, IA US","2023-01-08","0.00",",,7,0800",,,,,,
"USC00135669","MONTICELLO, IA US","2023-01-09","0.00",",,7,0800",,,,,,
"USC00135669","MONTICELLO, IA US","2023-01-10","0.00",",,7,0800",,,,,,
"USC00135669","MONTICELLO, IA US","2023-01-11","0.00",",,7,0800",,,,,,
"USC00135669","MONTICELLO, IA US","2023-01-12","0.00",",,7,0800",,,,,,
"USC00135669","MONTICELLO, IA US","2023-01-13","0.00",",,7,0800",,,,,,
"USC00135669","MONTICELLO, IA US","2023-01-14","0.00",",,7,0800",,,,,,
"USC00135669","MONTICELLO, IA US","2023-01-15","0.00",",,7,0800",,,,,,
"USC00135669","MONTICELLO, IA US","2023-01-16","0.24",",,7,0800",,,,,,
"USC00135669","MONTICELLO, IA US","2023-01-17","0.28",",,7,0800",,,,,,
"USC00135669","MONTICELLO, IA US","2023-01-18","0.00",",,7,0800",,,,,,
"USC00135669","MONTICELLO, IA US","2023-01-19","0.55",",,7,0800",,,,,,
"USC00135669","MONTICELLO, IA US","2023-01-20","0.00",",,7,0800",,,,,,
"USC00135669","MONTICELLO, IA US","2023-01-21","0.00",",,7,0800",,,,,,
"USC00135669","MONTICELLO, IA US","2023-01-22","0.09",",,7,0800",,,,,,
"USC00135669","MONTICELLO, IA US","2023-01-23","0.00",",,7,0800",,,,,,
"USC00135669","MONTICELLO, IA US","2023-01-24","0.00",",,7,0800",,,,,,
"USC00135669","MONTICELLO, IA US","2023-01-25","0.00",",,7,0800",,,,,,
"USC00135669","MONTICELLO, IA US","2023-01-26","0.10",",,7,0800",,,,,,
"USC00135669","MONTICELLO, IA US","2023-01-27","0.02",",,7,0800",,,,,,
"USC00135669","MONTICELLO, IA US","2023-01-28","0.03",",,7,0800",,,,,,
"USC00135669","MONTICELLO, IA US","2023-01-29","0.22",",,7,0800",,,,,,
"USC00135669","MONTICELLO, IA US","2023-01-30","0.00",",,7,0800",,,,,,
"USC00135669","MONTICELLO, IA US","2023-01-31","0.00",",,7,0800",,,,,,
"USC00135669","MONTICELLO, IA US","2023-02-01","0.00",",,7,0800",,,,,,
"USC00137726","SIOUX RAPIDS, IA US","2023-01-01","0.00",",,7,",,,"41",",,7","23",",,7"
"USC00137726","SIOUX RAPIDS, IA US","2023-01-02","0.00",",,7,",,,"41",",,7","22",",,7"
"USC00137726","SIOUX RAPIDS, IA US","2023-01-03","0.25",",,7,",,,"32",",,7","25",",,7"
"USC00137726","SIOUX RAPIDS, IA US","2023-01-04","0.45",",,7,",,,"32",",,7","22",",,7"
"USC00137726","SIOUX RAPIDS, IA US","2023-01-05","0.04",",,7,",,,"25",",,7","21",",,7"
"USC00137726","SIOUX RAPIDS, IA US","2023-01-06","0.00","T,,7,",,,"25",",,7","8",",,7"
"USC00137726","SIOUX RAPIDS, IA US","2023-01-07","0.00",",,7,",,,"26",",,7","0",",,7"
"USC00137726","SIOUX RAPIDS, IA US","2023-01-08","0.00",",,7,",,,"18",",,7","-5",",,7"
"USC00137726","SIOUX RAPIDS, IA US","2023-01-09","0.00",",,7,",,,"31",",,7","-3",",,7"
"USC00137726","SIOUX RAPIDS, IA US","2023-01-10","0.00",",,7,",,,"39",",,7","17",",,7"
"USC00137726","SIOUX RAPIDS, IA US","2023-01-11","0.00",",,7,",,,"30",",,7","14",",,7"
"USC00137726","SIOUX RAPIDS, IA US","2023-01-12","0.00",",,7,",,,"27",",,7","19",",,7"
"USC00137726","SIOUX RAPIDS, IA US","2023-01-13","0.00","T,,7,",,,"23",",,7","5",",,7"
"USC00137726","SIOUX RAPIDS, IA US","2023-01-14","0.00",",,7,",,,"17",",,7","4",",,7"
"USC00137726","SIOUX RAPIDS, IA US","2023-01-15","0.00",",,7,",,,"36",",,7","17",",,7"
"USC00137726","SIOUX RAPIDS, IA US","2023-01-16","0.02",",,7,",,,"39",",,7","26",",,7"
"USC00137726","SIOUX RAPIDS, IA US","2023-01-17","0.56",",,7,",,,"39",",,7","28",",,7"
"USC00137726","SIOUX RAPIDS, IA US","2023-01-18","0.00",",,7,",,,"30",",,7","24",",,7"
"USC00137726","SIOUX RAPIDS, IA US","2023-01-19","0.75",",,7,",,,"29",",,7","22",",,7"
"USC00137726","SIOUX RAPIDS, IA US","2023-01-20","0.02",",,7,",,,"28",",,7","20",",,7"
"USC00137726","SIOUX RAPIDS, IA US","2023-01-21","0.00",",,7,",,,"26",",,7","17",",,7"
"USC00137726","SIOUX RAPIDS, IA US","2023-01-22","0.00",",,7,",,,"22",",,7","4",",,7"
"USC00137726","SIOUX RAPIDS, IA US","2023-01-23","0.00",",,7,",,,"17",",,7","2",",,7"
"USC00137726","SIOUX RAPIDS, IA US","2023-01-24","0.00",",,7,",,,"32",",,7","4",",,7"
"USC00137726","SIOUX RAPIDS, IA US","2023-01-25","0.00",",,7,",,,"33",",,7","9",",,7"
"USC00137726","SIOUX RAPIDS, IA US","2023-01-26","0.00","T,,7,",,,"24",",,7","0",",,7"
"USC00137726","SIOUX RAPIDS, IA US","2023-01-27","0.01",",,7,",,,"36",",,7","2",",,7"
"USC00137726","SIOUX RAPIDS, IA US","2023-01-28","0.07",",,7,",,,"36",",,7","11",",,7"
"USC00137726","SIOUX RAPIDS, IA US","2023-01-29","0.10",",,7,",,,"11",",,7","-5",",,7"
"USC00137726","SIOUX RAPIDS, IA US","2023-01-30","0.00",",,7,",,,"3",",,7","-8",",,7"
"USC00137726","SIOUX RAPIDS, IA US","2023-01-31","0.00",",,7,",,,"4",",,7","-18",",,7"
"USC00137726","SIOUX RAPIDS, IA US","2023-02-01","0.00",",,7,",,,"14",",,7","-14",",,7"
"USC00133007","FORT MADISON, IA US","2023-01-01","0.00",",,7,",,,"46",",,7","31",",,7"
"USC00133007","FORT MADISON, IA US","2023-01-02","0.00",",,7,",,,"48",",,7","35",",,7"
"USC00133007","FORT MADISON, IA US","2023-01-03","0.85",",,7,",,,"58",",,7","34",",,7"
"USC00133007","FORT MADISON, IA US","2023-01-04","0.00",",,7,",,,"36",",,7","31",",,7"
"USC00133007","FORT MADISON, IA US","2023-01-05","0.00",",,7,",,,"34",",,7","28",",,7"
"USC00133007","FORT MADISON, IA US","2023-01-06","0.00",",,7,",,,"38",",,7","23",",,7"
"USC00133007","FORT MADISON, IA US","2023-01-07","0.00",",,7,",,,"29",",,7","19",",,7"
"USC00133007","FORT MADISON, IA US","2023-01-08","0.00",",,7,",,,"37",",,7","24",",,7"
"USC00133007","FORT MADISON, IA US","2023-01-09","0.00",",,7,",,,"49",",,7","24",",,7"
"USC00133007","FORT MADISON, IA US","2023-01-10","0.00",",,7,",,,"45",",,7","28",",,7"
"USC00133007","FORT MADISON, IA US","2023-01-11","0.00",",,7,",,,"55",",,7","35",",,7"
"USC00133007","FORT MADISON, IA US","2023-01-12","0.00",",,7,",,,"37",",,7","23",",,7"
"USC00133007","FORT MADISON, IA US","2023-01-13","0.00",",,7,",,,"30",",,7","18",",,7"
"USC00133007","FORT MADISON, IA US","2023-01-14","0.00",",,7,",,,"37",",,7","17",",,7"
"USC00133007","FORT MADISON, IA US","2023-01-15","0.00",",,7,",,,"46",",,7","17",",,7"
"USC00133007","FORT MADISON, IA US","2023-01-16","0.00","T,,7,",,,"58",",,7","41",",,7"
"USC00133007","FORT MADISON, IA US","2023-01-17","0.00",",,7,",,,"44",",,7","32",",,7"
"USC00133007","FORT MADISON, IA US","2023-01-18","0.54",",,7,",,,"37",",,7","33",",,7"
"USC00133007","FORT MADISON, IA US","2023-01-19","0.07",",,7,",,,"38",",,7","34",",,7"
"USC00133007","FORT MADISON, IA US","2023-01-20","0.00",",,7,",,,"34",",,7","24",",,7"
"USC00133007","FORT MADISON, IA US","2023-01-21","0.05",",,7,",,,"39",",,7","25",",,7"
"USC00133007","FORT MADISON, IA US","2023-01-22","0.07",",,7,",,,"33",",,7","22",",,7"
"USC00133007","FORT MADISON, IA US","2023-01-23","0.00",",,7,",,,"33",",,7","22",",,7"
"USC00133007","FORT MADISON, IA US","2023-01-24","0.00",",,7,",,,"36",",,7","31",",,7"
"USC00133007","FORT MADISON, IA US","2023-01-25","0.31",",,7,",,,"35",",,7","21",",,7"
"USC00133007","FORT MADISON, IA US","2023-01-26","0.00",",,7,",,,"33",",,7","15",",,7"
"USC00133007","FORT MADISON, IA US","2023-01-27","0.00",",,7,",,,"44",",,7","15",",,7"
"USC00133007","FORT MADISON, IA US","2023-01-28","0.00",",,7,",,,"32",",,7","23",",,7"
"USC00133007","FORT MADISON, IA US","2023-01-29","0.00",",,7,",,,"23",",,7","13",",,7"
"USC00133007","FORT MADISON, IA US","2023-01-30","0.00",",,7,",,,"17",",,7","8",",,7"
"USC00133007","FORT MADISON, IA US","2023-01-31","0.00",",,7,",,,"22",",,7","3",",,7"
"USC00133007","FORT MADISON, IA US","2023-02-01","0.00",",,7,",,,"37",",,7","17",",,7"
"US1HIHI0047","WAIKOLOA VILLAGE 2.7 ENE, HI US","2023-01-01","0.00",",,N",,,,,,
"US1HIHI0047","WAIKOLOA VILLAGE 2.7 ENE, HI US","2023-01-02","0.06",",,N",,,,,,
"US1HIHI0047","WAIKOLOA VILLAGE 2.7 ENE, HI US","2023-01-03","0.01",",,N",,,,,,
"US1HIHI0047","WAIKOLOA VILLAGE 2.7 ENE, HI US","2023-01-04","0.00",",,N",,,,,,
"US1HIHI0047","WAIKOLOA VILLAGE 2.7 ENE, HI US","2023-01-05","0.00",",,N",,,,,,
"US1HIHI0047","WAIKOLOA VILLAGE 2.7 ENE, HI US","2023-01-06","0.00",",,N",,,,,,
"US1HIHI0047","WAIKOLOA VILLAGE 2.7 ENE, HI US","2023-01-07","0.00",",,N",,,,,,
"US1HIHI0047","WAIKOLOA VILLAGE 2.7 ENE, HI US","2023-01-08","0.00",",,N",,,,,,
"US1HIHI0047","WAIKOLOA VILLAGE 2.7 ENE, HI US","2023-01-09","0.00",",,N",,,,,,
"US1HIHI0047","WAIKOLOA VILLAGE 2.7 ENE, HI US","2023-01-10","0.00",",,N",,,,,,
"US1HIHI0047","WAIKOLOA VILLAGE 2.7 ENE, HI US","2023-01-11","0.00",",,N",,,,,,
"US1HIHI0047","WAIKOLOA VILLAGE 2.7 ENE, HI US","2023-01-12","0.00",",,N",,,,,,
"US1HIHI0047","WAIKOLOA VILLAGE 2.7 ENE, HI US","2023-01-13","0.00",",,N",,,,,,
"US1HIHI0047","WAIKOLOA VILLAGE 2.7 ENE, HI US","2023-01-14","0.00",",,N",,,,,,
"US1HIHI0047","WAIKOLOA VILLAGE 2.7 ENE, HI US","2023-01-15","0.00",",,N",,,,,,
"US1HIHI0047","WAIKOLOA VILLAGE 2.7 ENE, HI US","2023-01-16","0.00",",,N",,,,,,
"US1HIHI0047","WAIKOLOA VILLAGE 2.7 ENE, HI US","2023-01-17","0.00",",,N",,,,,,
"US1HIHI0047","WAIKOLOA VILLAGE 2.7 ENE, HI US","2023-01-18","0.00",",,N",,,,,,
"US1HIHI0047","WAIKOLOA VILLAGE 2.7 ENE, HI US","2023-01-19","0.00",",,N",,,,,,
"US1HIHI0047","WAIKOLOA VILLAGE 2.7 ENE, HI US","2023-01-20","0.00",",,N",,,,,,
"US1HIHI0047","WAIKOLOA VILLAGE 2.7 ENE, HI US","2023-01-21","0.00",",,N",,,,,,
"US1HIHI0047","WAIKOLOA VILLAGE 2.7 ENE, HI US","2023-01-22","0.00",",,N",,,,,,
"US1HIHI0047","WAIKOLOA VILLAGE 2.7 ENE, HI US","2023-01-23","0.00",",,N",,,,,,
"US1HIHI0047","WAIKOLOA VILLAGE 2.7 ENE, HI US","2023-01-24","0.00",",,N",,,,,,
"US1HIHI0047","WAIKOLOA VILLAGE 2.7 ENE, HI US","2023-01-25","0.00",",,N",,,,,,
"US1HIHI0047","WAIKOLOA VILLAGE 2.7 ENE, HI US","2023-01-26","0.00",",,N",,,,,,
"US1HIHI0047","WAIKOLOA VILLAGE 2.7 ENE, HI US","2023-01-27","0.00","T,,N",,,,,,
